"Time"	csiR	csiD	lrp	yeiL	stpA	malT	dgsA	gadE	ydeO	evgA
950	0.6835305	0.2736888	0.3508909	0.5594529	0.3426781	0.2491306	0.4937573	0.6553376	0.5813603	0.6179760
1000	0.6518989	0.2703838	0.4087240	0.7272827	0.4957723	0.3249412	0.5915595	0.6680098	0.6467704	0.7962180
1050	0.6962499	0.2143630	0.4590401	0.5517193	0.3915780	0.2636782	0.4591641	0.5829694	0.6286505	0.6205340
1100	0.6183013	0.2794597	0.3283554	0.7279336	0.4790126	0.2215560	0.3982996	0.5878051	0.6077793	0.7278775
1150	0.6077215	0.2236942	0.3918667	0.6055344	0.4414764	0.2816197	0.5042625	0.6623040	0.6787574	0.7178714
1200	0.7505581	0.1785726	0.4372528	0.6021757	0.3776358	0.2705439	0.4532537	0.6971186	0.5806664	0.6059839
1250	0.7256519	0.2375955	0.4228045	0.7071974	0.3774525	0.2435932	0.4570928	0.4871576	0.6614841	0.6412428
1300	0.6903685	0.2442971	0.3724320	0.6585979	0.3747790	0.2407997	0.4661059	0.6047028	0.7445008	0.6991868
1350	0.6750194	0.1949473	0.3424909	0.7041025	0.3946513	0.2306478	0.4829511	0.6237393	0.6502469	0.6754344
1400	0.6148789	0.1846847	0.3304088	0.5258131	0.4544433	0.2186045	0.5102981	0.5982495	0.5847532	0.7292023
1450	0.7757668	0.2007607	0.3902029	0.6188826	0.3252105	0.1706548	0.5367273	0.6428781	0.6728533	0.7096495
1500	0.6867807	0.2268276	0.3719633	0.6776216	0.3924438	0.2918232	0.3841890	0.5818588	0.5895394	0.6317918
1550	0.7571494	0.2907050	0.4039642	0.6414593	0.3309651	0.2466178	0.4522199	0.5124797	0.6435831	0.7779831
1600	0.7778174	0.1677994	0.3249840	0.5344407	0.3695783	0.3318411	0.4415811	0.6718398	0.6206482	0.7600284
1650	0.7470960	0.2616066	0.2640134	0.5702668	0.4186252	0.2843778	0.5461431	0.5758674	0.7328465	0.5997447
1700	0.6520738	0.2279219	0.3733312	0.6353167	0.3220603	0.2064614	0.5669882	0.5998007	0.6187276	0.6644730
1750	0.6971319	0.2062319	0.3447574	0.6615208	0.4214630	0.3496284	0.5156947	0.6535541	0.6472671	0.7059590
1800	0.7244959	0.2092877	0.3092950	0.7796076	0.4346550	0.2985734	0.4714490	0.6371643	0.6605093	0.6269611
1850	0.6620819	0.2236269	0.3391396	0.5375038	0.4624789	0.1977383	0.6027117	0.5737300	0.6965168	0.8161559
1900	0.7711114	0.3347729	0.2830464	0.6355233	0.4954826	0.2625860	0.5107255	0.5732185	0.5788327	0.5748013
1950	0.7148099	0.2352220	0.3338748	0.7075577	0.4288260	0.2512709	0.4748263	0.4982529	0.6904109	0.5910426
2000	0.6914815	0.1567173	0.2963739	0.6931550	0.3208072	0.2846712	0.4057835	0.5695547	0.6896671	0.6018131
2050	0.5740279	0.1788788	0.4230146	0.6035499	0.4352272	0.2594152	0.6722931	0.5055516	0.5555579	0.8322961
2100	0.6400275	0.2622560	0.3253553	0.6242838	0.4540643	0.3105352	0.4599646	0.5361295	0.6849286	0.7792771
2150	0.7326325	0.1573194	0.3265497	0.6303189	0.2958738	0.2901108	0.4257260	0.5542161	0.4359148	0.5878705
2200	0.6994926	0.2046707	0.3661846	0.5763490	0.3612017	0.2978550	0.4821528	0.6611676	0.6299096	0.5868833
2250	0.6143417	0.2293768	0.3588736	0.6494138	0.4211493	0.2036634	0.5882466	0.5893162	0.7227966	0.6322215
2300	0.7208464	0.2756867	0.3176716	0.5734956	0.3413298	0.2287577	0.4993395	0.5775422	0.7193138	0.7451083
2350	0.7518188	0.2539784	0.3915818	0.5871733	0.4979875	0.2717267	0.4919075	0.6100978	0.7034326	0.7260870
2400	0.7001561	0.2940092	0.3423665	0.5836838	0.4368991	0.2547735	0.4725687	0.5414853	0.7540847	0.8981921
2450	0.5626798	0.1935857	0.2917648	0.7191146	0.3769291	0.2800531	0.3951892	0.6814849	0.6873314	0.7425533
2500	0.7263778	0.2574408	0.4226605	0.4611169	0.4561223	0.2582269	0.5930733	0.6118976	0.7123793	0.7193463
2550	0.6944716	0.2434381	0.3783451	0.6245710	0.3907594	0.2669991	0.4558875	0.7099201	0.6335662	0.7019045
2600	0.7190893	0.2746836	0.3433470	0.6530054	0.3927788	0.2879321	0.4223524	0.5582097	0.6830375	0.8223920
2650	0.6140531	0.1969964	0.3701023	0.6668564	0.3321703	0.4063227	0.6269552	0.6253259	0.7383197	0.5739277
2700	0.6807010	0.2254914	0.3533594	0.5268724	0.4283650	0.1911764	0.5352992	0.5815539	0.8171519	0.7001041
2750	0.6641060	0.2252217	0.3267707	0.5960396	0.3781478	0.3269149	0.5809916	0.6103289	0.5240634	0.6487376
2800	0.7560631	0.2249456	0.3906379	0.5744866	0.3887399	0.3146454	0.4730057	0.5806812	0.6749592	0.7188270
2850	0.7204200	0.2657836	0.3054861	0.5392656	0.4644927	0.3467795	0.5427099	0.5991279	0.5559912	0.6362362
2900	0.7884324	0.2036041	0.2776055	0.6446301	0.5027654	0.2930628	0.4725992	0.5557015	0.5986842	0.6274991
2950	0.8457233	0.2101824	0.2540277	0.6087505	0.3807391	0.3364283	0.3757559	0.5667590	0.6336454	0.7589743
3000	0.7017672	0.1855483	0.3205343	0.7505929	0.3365367	0.2104016	0.5196087	0.7071723	0.5410962	0.7269557
3050	0.7854285	0.3477293	0.2749170	0.5775720	0.4336934	0.2377428	0.5445973	0.6606117	0.7565748	0.7944074
3100	0.6530680	0.2102677	0.3950215	0.6215841	0.3776423	0.2811764	0.5137093	0.5268781	0.5729878	0.7361855
3150	0.6884662	0.2742758	0.3416290	0.5615374	0.3159014	0.3127240	0.4551603	0.5872927	0.4385939	0.6310740
3200	0.7541962	0.2279767	0.3401979	0.7155159	0.4118151	0.2271729	0.5387079	0.5824379	0.5122336	0.6721343
3250	0.7842720	0.2120481	0.3045611	0.6011796	0.4023371	0.3023613	0.5728926	0.6441732	0.5703426	0.8464073
3300	0.7950520	0.2373671	0.2886552	0.5921063	0.4332787	0.2653591	0.3875968	0.5235165	0.6203757	0.7873293
3350	0.7229481	0.2630660	0.3223089	0.7738400	0.2840012	0.2226462	0.5937010	0.5376305	0.6108564	0.7065518
3400	0.7381865	0.2071215	0.4566136	0.6557999	0.3172330	0.3062084	0.4590948	0.4867600	0.5665058	0.5954630
3450	0.6748759	0.3240667	0.3221728	0.5348184	0.3902170	0.2595335	0.5782726	0.6606909	0.6550330	0.6496406
3500	0.7435499	0.1978487	0.2371155	0.6205151	0.5121282	0.2902803	0.3782539	0.5378153	0.6482134	0.7187373
3550	0.7953338	0.2228214	0.2883338	0.6133687	0.4238014	0.2829734	0.4575255	0.6963763	0.6411414	0.6882710
3600	0.6539502	0.2357321	0.3014493	0.6014209	0.3628811	0.2883498	0.4316404	0.6417602	0.6396803	0.6249356
3650	0.5999870	0.2580701	0.3033351	0.6641740	0.4324584	0.2160424	0.5495920	0.6824680	0.7569807	0.7723622
3700	0.6676997	0.2529767	0.3095640	0.6062859	0.3741480	0.2304742	0.4685258	0.4095042	0.6833158	0.6964245
3750	0.7093426	0.2568012	0.3076575	0.6696649	0.3797860	0.3062070	0.4982537	0.5572117	0.6490720	0.6774399
3800	0.7383788	0.2861969	0.3136022	0.5175792	0.4133946	0.2687523	0.5749128	0.6373160	0.6331790	0.7057555
3850	0.7072691	0.2794033	0.2691018	0.4773107	0.3383315	0.2573921	0.5144663	0.6342578	0.6274810	0.7065615
3900	0.7220618	0.3167611	0.3890950	0.5809757	0.4273594	0.3140398	0.5286005	0.7475631	0.7125412	0.7858053
3950	0.6555503	0.2745056	0.3689820	0.5709176	0.4231507	0.2237193	0.4605318	0.7007769	0.6661867	0.7367974
4000	0.7215036	0.2544470	0.4849358	0.7074680	0.3674768	0.2217498	0.5152779	0.7054385	0.6889561	0.7890499
4050	0.7140886	0.2408473	0.3947269	0.6860278	0.4040315	0.2166361	0.4816173	0.7471671	0.7496484	0.6745585
4100	0.7480797	0.2847868	0.3047519	0.7119831	0.3428223	0.3096328	0.4343205	0.8266284	0.6382348	0.8134877
4150	0.7177306	0.1982052	0.3688288	0.5672532	0.4048983	0.2588605	0.4983340	0.5603810	0.6752027	0.7019330
4200	0.7067215	0.2849597	0.3730402	0.6292247	0.3078893	0.2512048	0.5272269	0.5351682	0.6612432	0.7235188
4250	0.6829898	0.2377018	0.3384981	0.7223056	0.4167198	0.2476045	0.6184596	0.6585795	0.6974857	0.7271409
4300	0.7340854	0.2991074	0.3224642	0.6972560	0.4399916	0.2747673	0.5307591	0.6089010	0.8100157	0.7913236
4350	0.7942356	0.2822717	0.3964711	0.4925797	0.2836994	0.3606389	0.5049728	0.6223291	0.7005864	0.6038227
4400	0.6363938	0.2572087	0.2327828	0.7837473	0.4605872	0.3395887	0.5347602	0.5553703	0.7902380	0.4987863
4450	0.5843826	0.2937928	0.2768408	0.6664554	0.4633875	0.2382506	0.5796789	0.6095629	0.5725275	0.8400160
4500	0.6740163	0.2215174	0.3566165	0.6392253	0.3861401	0.2069297	0.4218813	0.6461017	0.6620881	0.6511396
4550	0.7417423	0.1827463	0.4226261	0.7413827	0.4515736	0.2770055	0.4614335	0.6211387	0.5217779	0.6948173
4600	0.6696567	0.2510029	0.3683260	0.6233479	0.5407438	0.3699509	0.5038599	0.5625532	0.6539487	0.6208146
4650	0.5773888	0.2778577	0.3210310	0.6504396	0.3902956	0.2065487	0.4514517	0.5859932	0.6438032	0.7855163
4700	0.6902698	0.2742760	0.3186334	0.7256764	0.3536080	0.3216377	0.4836976	0.5486493	0.5888926	0.8278723
4750	0.6220061	0.1884844	0.3722987	0.6585926	0.3945312	0.3435011	0.5553209	0.7334931	0.5784007	0.7167608
4800	0.5932579	0.2420856	0.3968167	0.6063941	0.3709887	0.2593378	0.5523624	0.6285694	0.4920897	0.7436886
4850	0.7756029	0.2173945	0.2495593	0.6812641	0.3784120	0.3247975	0.4706090	0.6317251	0.5992254	0.7483973
4900	0.7577437	0.2584276	0.3762353	0.6965725	0.3996222	0.2534956	0.4994400	0.5121427	0.6890638	0.7487742
4950	0.7709451	0.2689064	0.3862199	0.5967186	0.4309676	0.2491528	0.4478959	0.6141053	0.5227201	0.6849574
5000	0.8296373	0.1754376	0.4019012	0.5733975	0.5039109	0.3625603	0.5509349	0.6303431	0.6390200	0.7021350
5050	0.6227726	0.1177703	0.2770661	0.4391858	0.4598396	0.2216373	0.6320068	0.3683838	0.6536938	0.6030245
5100	0.6620492	0.0512000	0.2669751	0.4407449	0.3467574	0.2335384	0.7711475	0.2384752	0.6427333	0.6632553
5150	0.8351154	0.0707282	0.2424851	0.2828601	0.3242972	0.2276866	0.6681787	0.2871243	0.7483270	0.5138324
5200	0.7160727	0.0428973	0.1309992	0.1484055	0.3794086	0.1818789	0.5484935	0.3012074	0.5919427	0.8755769
5250	0.7583445	0.0261848	0.1629501	0.1282382	0.2259609	0.2476888	0.7842744	0.2918395	0.6406610	0.8285963
5300	0.7413128	0.0351789	0.1438729	0.1301235	0.2819641	0.2338372	0.7197518	0.2808776	0.5614281	0.6719217
5350	0.7999949	0.0374794	0.1786144	0.1195576	0.2163240	0.2356116	0.6021142	0.3415553	0.5855632	0.6824458
5400	0.8328465	0.0462955	0.1713196	0.0820117	0.2426245	0.2518030	0.7817410	0.2753317	0.6371957	0.6616119
5450	0.7384509	0.0497875	0.1507467	0.0782191	0.3274145	0.2649110	0.8643815	0.2982608	0.5918656	0.5788726
5500	0.8972240	0.0268105	0.1189255	0.0984604	0.3596772	0.2191933	0.7299007	0.3259713	0.6416562	0.6997446
5550	0.7284557	0.0400012	0.1918550	0.0892506	0.2128047	0.2740747	0.6940948	0.3117697	0.6682282	0.6881453
5600	0.7480305	0.0368759	0.1359361	0.1131189	0.3062116	0.1902270	0.7087057	0.3590356	0.5956900	0.7399231
5650	0.6756454	0.0402159	0.1480629	0.0911840	0.3105279	0.1803809	0.8226137	0.2794163	0.4906840	0.7481542
5700	0.7165437	0.0516311	0.1888987	0.1346090	0.2680782	0.1732014	0.6226672	0.3366695	0.5813693	0.7250762
5750	0.7307891	0.0275929	0.2426297	0.1576540	0.3049560	0.2389305	0.5865745	0.3313597	0.5499434	0.6446106
5800	0.6910001	0.0513571	0.2089129	0.1802176	0.3459236	0.2126566	0.7249366	0.3232889	0.6150671	0.8870106
5850	0.6815007	0.0312795	0.1998679	0.1347591	0.3267769	0.2331200	0.7291065	0.3428469	0.6116015	0.8225948
5900	0.7874933	0.0522103	0.2494540	0.1535065	0.3288661	0.2525397	0.6930342	0.3510950	0.6560631	0.7522500
5950	0.6404685	0.0271030	0.2050580	0.1364300	0.3233951	0.1838989	0.7097704	0.2853831	0.6938743	0.6951540
6000	0.6898281	0.0362682	0.1703021	0.1109349	0.3212244	0.2474771	0.7191810	0.3567977	0.7605084	0.7124795
6050	0.7028155	0.0115307	0.1455679	0.1302012	0.2974765	0.2489345	0.6878411	0.3082625	0.5520282	0.7336172
6100	0.7112563	0.0385406	0.1370077	0.1546239	0.3115234	0.1449049	0.7002661	0.2563329	0.6094452	0.7043586
6150	0.6435510	0.0210526	0.1614855	0.0751669	0.2918975	0.2139264	0.7003295	0.3750932	0.6793810	0.7240065
6200	0.6420131	0.0381852	0.2917993	0.1801693	0.2358127	0.2005238	0.7311026	0.3645147	0.6358236	0.7327870
6250	0.6360010	0.0518875	0.1945622	0.1423506	0.3546261	0.1917947	0.7165688	0.2417909	0.6979888	0.5145694
6300	0.7923362	0.0338957	0.2018333	0.1196056	0.3259866	0.1605227	0.6263851	0.3902901	0.5971056	0.6456234
6350	0.7936325	0.0343979	0.1632172	0.1042296	0.2835869	0.2994287	0.6881681	0.3518839	0.6284078	0.6340513
6400	0.7500103	0.0214667	0.1052388	0.1455808	0.2162334	0.2445872	0.6073661	0.2706788	0.5596183	0.8015627
6450	0.6881785	0.0153366	0.1196192	0.0983167	0.1845334	0.2305938	0.6505320	0.3078004	0.6677165	0.8589703
6500	0.6142597	0.0363781	0.1215350	0.1317419	0.2497914	0.2399742	0.7213582	0.3020794	0.6509392	0.7407628
6550	0.5586283	0.0566261	0.1951871	0.0963664	0.2191576	0.2603726	0.5055450	0.2671494	0.7061021	0.6579346
6600	0.6716526	0.0383619	0.1571826	0.0819183	0.2455272	0.2030819	0.6812670	0.2702255	0.6279705	0.8379403
6650	0.6807458	0.0560863	0.1730089	0.0830721	0.2717112	0.2945194	0.7281319	0.3553505	0.6602017	0.7013086
6700	0.6781263	0.0469798	0.1814807	0.1150505	0.2199505	0.2067629	0.7651509	0.2369987	0.6230981	0.6869005
6750	0.5937282	0.0497866	0.1809811	0.1159101	0.2800920	0.2553989	0.6745170	0.2924113	0.5912739	0.6951240
6800	0.6432806	0.0165879	0.1585486	0.1315097	0.2894626	0.2452029	0.7675022	0.2963889	0.6925542	0.7450781
6850	0.8130446	0.0269972	0.1485758	0.0914618	0.3219372	0.1921229	0.7347036	0.3412972	0.6830224	0.5609427
6900	0.7361389	0.0258279	0.1651677	0.1160571	0.2971573	0.1937723	0.8297487	0.2800883	0.6201042	0.6084232
6950	0.6579023	0.0254139	0.1495429	0.1009367	0.2121631	0.1689705	0.7272733	0.3133552	0.6452370	0.7582394
7000	0.7511463	0.0390163	0.1274695	0.0789005	0.2685036	0.1742609	0.6581951	0.3920083	0.5961536	0.7717464
7050	0.6861677	0.0507805	0.1808266	0.1134938	0.2393908	0.2349146	0.7420669	0.2990410	0.5778870	0.6845134
7100	0.6705049	0.0258279	0.1266818	0.0893708	0.2869160	0.1914623	0.7739367	0.2089404	0.5637870	0.7449050
7150	0.8383657	0.0408225	0.1356207	0.0723942	0.2476739	0.2042781	0.7343206	0.2063320	0.5146027	0.5797297
7200	0.7194573	0.0406629	0.0680941	0.0558422	0.2664549	0.2228307	0.7532409	0.2219482	0.5325860	0.7049385
7250	0.6790951	0.0175594	0.1056061	0.0471042	0.2136645	0.2298502	0.6406182	0.2393237	0.6118234	0.6503745
7300	0.7510365	0.0236610	0.0897777	0.0436816	0.1975388	0.1827050	0.7613464	0.2804430	0.6388470	0.6706796
7350	0.8943189	0.0226254	0.1397780	0.0755853	0.1940858	0.2162840	0.6345126	0.2485502	0.6477883	0.7805041
7400	0.7506848	0.0370012	0.1352383	0.0212300	0.2098886	0.2321584	0.6916081	0.3226103	0.8246328	0.7250996
7450	0.7523777	0.0712458	0.1516787	0.0284500	0.2189476	0.1949874	0.8164180	0.3362346	0.5980170	0.8996335
7500	0.6423086	0.0376117	0.1260281	0.0342504	0.2463572	0.2670394	0.6729108	0.3426639	0.7005528	0.6667293
7550	0.6844748	0.0651536	0.1552075	0.1192637	0.3592320	0.1681017	0.7865849	0.3628730	0.6080502	0.8105968
7600	0.5914400	0.0610832	0.1248361	0.0845254	0.2714880	0.2705808	0.6154432	0.3156305	0.5877528	0.5686030
7650	0.6131020	0.0346999	0.1542923	0.0809699	0.2351936	0.1879074	0.7051960	0.2739121	0.6480466	0.6577216
7700	0.6702755	0.0436504	0.1282056	0.1146313	0.2714112	0.2174941	0.6502523	0.3297055	0.6645784	0.6816069
7750	0.9057509	0.0665683	0.1796411	0.0748858	0.2621923	0.2452862	0.7197191	0.2182709	0.5581054	0.6922139
7800	0.6350363	0.0761559	0.1623241	0.1373461	0.2659327	0.3216081	0.7505295	0.3409192	0.5922491	0.5874247
7850	0.6251797	0.0417955	0.1285697	0.0733116	0.2613350	0.2443970	0.6269881	0.3943630	0.6913845	0.8797907
7900	0.7081855	0.0355110	0.1360260	0.1096880	0.3097831	0.2150196	0.6463025	0.4137287	0.7578441	0.5871752
7950	0.6606306	0.0468574	0.1731934	0.1438105	0.2987966	0.2302298	0.6620905	0.2993930	0.6166684	0.8009005
8000	0.8140527	0.0268170	0.1731354	0.1326044	0.2741454	0.1549515	0.6516513	0.4380548	0.7029999	0.6398676
8050	0.7194073	0.0418715	0.1737427	0.1184815	0.2000571	0.1839738	0.7424492	0.3091874	0.6900454	0.6187296
8100	0.6183865	0.0555227	0.1530700	0.1462307	0.2944320	0.2192449	0.8090388	0.2237714	0.6048115	0.6455979
8150	0.9036853	0.0328486	0.1051507	0.1609826	0.3092040	0.2394079	0.7383851	0.2588309	0.5541464	0.6101072
8200	0.7132548	0.0271395	0.1457849	0.0496087	0.2686062	0.1393429	0.6664984	0.3380996	0.5198988	0.6863286
8250	0.6746471	0.0266587	0.1133438	0.0690344	0.3034699	0.1760989	0.7448294	0.3223948	0.6498475	0.6527108
8300	0.6719308	0.0655724	0.1844160	0.0701489	0.2537394	0.2502138	0.6781934	0.3068765	0.6885840	0.8427280
8350	0.7364993	0.0264715	0.1542202	0.1005104	0.2859174	0.2043692	0.8231413	0.3574706	0.7961907	0.7932989
8400	0.6972032	0.0214851	0.1400880	0.0716513	0.3519290	0.2393760	0.6006760	0.3655548	0.6501662	0.7619443
8450	0.7180769	0.0289190	0.1323531	0.1320315	0.2336428	0.2260819	0.6661213	0.3062963	0.6278120	0.8591076
8500	0.8210439	0.0373882	0.1764034	0.1316513	0.3082222	0.2253199	0.7443069	0.2253793	0.5672180	0.7328056
8550	0.6905990	0.0372207	0.2370330	0.1247923	0.2674387	0.1709452	0.6138478	0.2937463	0.6513115	0.7235253
8600	0.6920608	0.0628312	0.1868618	0.1266074	0.2243198	0.2389608	0.7372740	0.3002160	0.6449209	0.7164823
8650	0.6461178	0.0286643	0.1145799	0.1064574	0.3574580	0.1859630	0.6956888	0.3805771	0.7484244	0.6696221
8700	0.8265236	0.0252341	0.2119965	0.1147798	0.2833851	0.1844642	0.6770929	0.2928079	0.5139948	0.7541303
8750	0.7556973	0.0379390	0.2333393	0.1240448	0.3748403	0.2147886	0.6590475	0.3343953	0.6748504	0.6234042
8800	0.6033308	0.0286723	0.1689256	0.1512159	0.2718468	0.1651838	0.6621784	0.3384667	0.6897301	0.5941317
8850	0.7138530	0.0375204	0.1627696	0.1505807	0.4157329	0.1975533	0.7406031	0.3122233	0.6125508	0.6354656
8900	0.8177288	0.0304029	0.1136064	0.0961710	0.3500844	0.2395650	0.6730739	0.3414131	0.5675122	0.7514664
8950	0.7622396	0.0292813	0.1696461	0.1180077	0.2578752	0.1925182	0.7482386	0.3071639	0.5657646	0.7702967
9000	0.6382546	0.0243269	0.1482252	0.1143522	0.2919774	0.1940166	0.8189119	0.3045842	0.6462389	0.6308536
9050	0.6923246	0.0492665	0.2131513	0.1028532	0.3692817	0.1859288	0.8100504	0.2933527	0.5879495	0.6077127
9100	0.6546137	0.0257298	0.0962693	0.1112109	0.2338464	0.2876230	0.5747884	0.3047023	0.5823040	0.7000740
9150	0.6121345	0.0380321	0.1618563	0.0839193	0.1933527	0.2186912	0.6971575	0.3275563	0.6079003	0.7281185
9200	0.7888623	0.0526101	0.1196661	0.1248372	0.1949833	0.2313413	0.7236253	0.3698482	0.6361186	0.7463854
9250	0.7609019	0.0579419	0.1561337	0.0573740	0.2407375	0.2905737	0.7025159	0.3533110	0.6310944	0.6560218
9300	0.6359947	0.0396245	0.1210746	0.0661524	0.2649946	0.1957717	0.7120818	0.2930574	0.7544948	0.6701236
9350	0.6394431	0.0436234	0.1709314	0.0949598	0.3522669	0.2109371	0.8369191	0.3405656	0.6534864	0.8115784
9400	0.7598679	0.0386971	0.2026571	0.1100488	0.2985690	0.2258682	0.6424893	0.4043228	0.5931819	0.7267281
9450	0.6656724	0.0463327	0.1344163	0.1489394	0.2248046	0.1796131	0.7393598	0.3216462	0.6669409	0.7968151
9500	0.6862032	0.0387167	0.1862778	0.1633896	0.2886494	0.1908428	0.6632045	0.3886286	0.6495564	0.6908473
9550	0.7873085	0.0585779	0.1684423	0.0915379	0.2560748	0.1767281	0.8132275	0.3123648	0.5849475	0.6429931
9600	0.6671231	0.0368733	0.0676645	0.1198562	0.2179442	0.1578127	0.6766224	0.3316685	0.6211180	0.7129065
9650	0.7049531	0.0448869	0.1705334	0.0683415	0.2403112	0.2612068	0.7906015	0.2979663	0.8239992	0.6801841
9700	0.6879953	0.0449276	0.1545867	0.0775848	0.2825459	0.1442452	0.6273708	0.3121552	0.6378610	0.5602590
9750	0.7610635	0.0571519	0.1442004	0.0756313	0.2956145	0.1651975	0.7029890	0.2434152	0.5295919	0.7058057
9800	0.7352326	0.0996210	0.1530981	0.1279981	0.2895844	0.1915319	0.7461644	0.2125090	0.5797867	0.6445648
9850	0.7481392	0.0755157	0.1647465	0.1287913	0.3418383	0.1703675	0.9229152	0.3071584	0.5932262	0.7136466
9900	0.7444952	0.0408479	0.1569824	0.1058916	0.2574358	0.1831971	0.7818261	0.2341235	0.7407573	0.6970228
9950	0.5760504	0.0287796	0.2329066	0.1014339	0.3304562	0.1902159	0.6964915	0.3746569	0.8332632	0.7115986
10000	0.6519620	0.0266349	0.1917735	0.1442871	0.3081398	0.2589126	0.7751151	0.4497030	0.7371158	0.5990222

0	0.6537241	0.0569879	0.1946796	0.0857398	0.2611574	0.1772143	0.7050956	0.4549360	0.7346419	0.6950401
50	0.2074756	0.3850805	0.2263144	0.0887600	0.2619449	0.2366306	0.5598188	0.6928035	0.5820784	0.1781198
100	0.2101524	0.4814622	0.2218330	0.2034977	0.3107449	0.2961270	0.5368193	0.6658525	0.5183332	0.1593022
150	0.1649462	0.4755394	0.4075474	0.2209826	0.3325521	0.3547083	0.5553513	0.5483148	0.5090036	0.0793272
200	0.1377715	0.4872855	0.3592325	0.2413149	0.4237450	0.3183658	0.5374580	0.7363123	0.4309394	0.0776968
250	0.1364966	0.5422755	0.3963687	0.2686826	0.4170111	0.2594904	0.4797311	0.7687481	0.4429495	0.0897482
300	0.2040447	0.6088589	0.4073441	0.4058019	0.4018282	0.2286243	0.5360338	0.6193013	0.4259502	0.1311751
350	0.2036236	0.4850394	0.4606641	0.3349592	0.4819235	0.2743332	0.5004753	0.7978172	0.4517857	0.1044013
400	0.1862789	0.5418506	0.4030548	0.4085573	0.5126394	0.2519216	0.5414547	0.6635626	0.5065519	0.1298798
450	0.2121985	0.5069372	0.3527767	0.4263589	0.3842437	0.2541701	0.4584726	0.6476204	0.5561647	0.1490641
500	0.1554499	0.6574019	0.3744712	0.3664490	0.4441145	0.2755358	0.4992925	0.6871887	0.4799468	0.0820675
550	0.1455676	0.5159931	0.4079827	0.3480273	0.5470991	0.2459604	0.4990501	0.7769985	0.4878246	0.1822593
600	0.0921322	0.5499166	0.3427318	0.3025113	0.4638259	0.2082677	0.4478174	0.7979899	0.6007214	0.2224938
650	0.1858383	0.5941066	0.4710189	0.4099631	0.4195681	0.2679078	0.5116053	0.8817555	0.4390451	0.1390671
700	0.1348503	0.5351924	0.3840015	0.3466731	0.4645965	0.2609747	0.4753383	0.7798501	0.5364164	0.1127724
750	0.1170700	0.5775966	0.3352481	0.3652616	0.4070470	0.2794137	0.4330469	0.6610718	0.4199511	0.1138956
800	0.1554898	0.4996855	0.4107017	0.4495045	0.3565321	0.3694314	0.5004435	0.6638905	0.4947113	0.1758098
850	0.1851010	0.6135667	0.3459710	0.3591927	0.5185920	0.2860803	0.5578905	0.6733899	0.5955169	0.1339213
900	0.1803610	0.5652142	0.5002868	0.3883186	0.4428028	0.2159767	0.4969650	0.6079495	0.5692919	0.1122255
950	0.1424302	0.6573257	0.4134530	0.5173575	0.4579803	0.3476470	0.5659593	0.6899165	0.5350310	0.1411827
1000	0.2164828	0.5279012	0.3691212	0.3276312	0.3891646	0.2335804	0.4340496	0.7020590	0.5981208	0.1202142
1050	0.1269054	0.4624701	0.3859201	0.2901938	0.3589067	0.2455473	0.4493002	0.6911059	0.5072632	0.0865851
1100	0.1427257	0.5601490	0.3327548	0.3587662	0.3770034	0.2458358	0.3553672	0.6476131	0.5004556	0.1023868
1150	0.1733319	0.5006946	0.3955106	0.2416573	0.4545401	0.2269365	0.5548887	0.7164436	0.4824736	0.0990258
1200	0.1417987	0.5186354	0.3296300	0.3098188	0.3183204	0.1871311	0.4398889	0.8081201	0.5442290	0.1242269
1250	0.1368565	0.6160393	0.4738606	0.2689709	0.4146167	0.2563357	0.5592333	0.7347190	0.4816304	0.1394733
1300	0.1697789	0.5278555	0.4281678	0.3664521	0.4506245	0.2321037	0.5627763	0.7066714	0.3959813	0.1147228
1350	0.1720932	0.5699458	0.3005639	0.3347934	0.4014089	0.3027960	0.5063125	0.7088690	0.4682148	0.0814612
1400	0.1848621	0.5793043	0.4292289	0.4310804	0.5242919	0.3506304	0.4386144	0.6511202	0.3950502	0.1104732
1450	0.1516139	0.5786404	0.3744006	0.3561112	0.4832012	0.2752264	0.4439322	0.7130965	0.4035037	0.1075670
1500	0.1330024	0.5519040	0.3446747	0.3152342	0.4714674	0.2824381	0.5918189	0.8686758	0.4359500	0.1382231
1550	0.2058154	0.5048598	0.3239047	0.3691285	0.3766397	0.2849567	0.5858371	0.8364068	0.4967436	0.1642979
1600	0.1737458	0.6430193	0.3067334	0.4150710	0.5396005	0.2663400	0.5703860	0.5988366	0.5091008	0.1017479
1650	0.1013674	0.5793752	0.3510048	0.3664257	0.3221621	0.2536880	0.5165499	0.7940384	0.4837190	0.1257745
1700	0.1299444	0.5822380	0.3941806	0.3018626	0.4215445	0.2560731	0.5558942	0.7463191	0.5132484	0.1397367
1750	0.1239645	0.4984177	0.3794467	0.3961170	0.3789358	0.3842918	0.4673094	0.7499772	0.5756065	0.1063914
1800	0.1311914	0.5235474	0.3251216	0.3422426	0.4713281	0.2845735	0.5312819	0.6868783	0.5246391	0.0912572
1850	0.1582289	0.4968437	0.3493418	0.3480080	0.5334671	0.2527809	0.4532400	0.6549140	0.5076451	0.1295304
1900	0.1524369	0.4881471	0.4454965	0.3872513	0.5270499	0.2261990	0.4867083	0.6591974	0.4363662	0.1318581
